,voice_mail_plan,voice_mail_messages,international_mins,customer_service_calls,international_plan,international_calls,international_charge,total_charge,churn
4067,0,0,9.5,2,0,11,2.57,75.15,1
4068,0,0,10.0,4,0,3,2.7,53.42,1
4069,0,0,9.7,5,0,3,2.62,56.14,1
4070,1,44,14.1,2,0,7,3.81,61.27,1
4071,0,0,7.9,4,0,3,2.13,54.22,1
4072,0,0,10.3,5,0,2,2.78,49.42,1
4073,0,0,10.0,4,0,3,2.7,53.42,1
4074,0,0,16.4,3,0,5,4.43,77.14,1
4075,0,0,11.7,5,0,4,3.16,54.52,1
4076,0,0,13.6,5,0,3,3.67,55.21,1
4077,0,0,14.1,0,1,4,3.81,59.36,1
4078,0,0,11.5,0,0,3,3.11,79.38,1
4079,0,0,8.4,5,0,2,2.27,77.48,1
4080,0,0,9.5,1,0,2,2.57,78.93,1
4081,0,0,10.6,1,0,5,2.86,59.48,1
4082,1,29,6.4,1,0,6,1.73,59.11,1
4083,0,0,14.2,2,0,2,3.83,81.07,1
4084,0,0,9.2,4,1,1,2.48,52.44,1
4085,0,0,13.2,1,0,2,3.56,76.5,1
4086,0,0,8.4,5,0,2,2.27,77.48,1
4087,0,0,8.7,4,0,2,2.35,78.17,1
4088,0,0,10.3,1,0,15,2.78,48.5,1
4089,0,0,8.9,3,0,8,2.4,76.89,1
4090,0,0,11.1,4,0,6,3.0,78.13,1
4091,0,0,10.2,5,0,2,2.75,52.27,1
4092,0,0,10.1,3,0,5,2.73,85.53,1
4093,0,0,9.7,2,0,4,2.62,80.07,1
4094,0,0,8.8,3,0,3,2.38,77.34,1
4095,0,0,7.5,2,0,4,2.03,75.31,1
4096,0,0,9.8,2,0,7,2.65,75.32,1
4097,0,0,11.2,1,0,4,3.02,78.15,1
4098,0,0,10.3,5,0,2,2.78,49.42,1
4099,0,0,9.5,1,0,3,2.57,77.48,1
4100,0,0,10.6,1,0,5,2.86,59.48,1
4101,0,0,15.4,4,0,4,4.16,51.01,1
4102,0,0,11.9,4,0,3,3.21,46.91,1
4103,0,0,14.8,4,0,1,4.0,55.76,1
4104,0,0,8.4,0,0,8,2.27,74.9,1
4105,0,0,8.0,4,0,5,2.16,50.71,1
4106,0,0,11.1,4,0,4,3.0,50.9,1
4107,0,0,10.6,1,0,5,2.86,59.48,1
4108,0,0,12.4,0,0,2,3.35,74.93,1
4109,0,0,11.0,5,0,9,2.97,52.25,1
4110,0,0,10.9,4,0,3,2.94,55.93,1
4111,0,0,9.8,2,0,5,2.65,79.69,1
4112,0,0,13.2,2,1,2,3.56,71.02,1
4113,0,0,9.4,5,0,10,2.54,56.25,1
4114,0,0,10.2,5,0,2,2.75,52.27,1
4115,0,0,9.2,2,0,4,2.48,51.67,1
4116,0,0,12.3,3,0,5,3.32,87.28,1
4117,0,0,9.2,2,0,5,2.48,43.12,1
4118,0,0,10.2,2,0,2,2.75,74.98,1
4119,0,0,14.2,2,0,2,3.83,81.07,1
4120,0,0,5.9,4,0,2,1.59,50.78,1
4121,0,0,13.9,1,0,4,3.75,74.64,1
4122,0,0,11.7,2,0,4,3.16,85.09,1
4123,0,0,8.4,1,0,4,2.27,78.67,1
4124,0,0,6.3,1,0,7,1.7,74.99,1
4125,0,0,15.4,4,0,4,4.16,51.01,1
4126,0,0,13.4,2,0,5,3.62,78.77,1
4127,0,0,12.3,2,0,6,3.32,67.77,1
4128,0,0,9.3,2,0,2,2.51,75.08,1
4129,0,0,15.4,4,0,4,4.16,51.01,1
4130,0,0,9.3,0,0,2,2.51,63.22,1
4131,0,0,11.2,1,0,4,3.02,78.15,1
4132,0,0,10.3,1,0,6,2.78,71.04,1
4133,0,0,11.7,2,0,4,3.16,85.09,1
4134,0,0,11.1,1,0,1,3.0,79.89,1
4135,0,0,5.3,1,0,5,1.43,62.81,1
4136,0,0,12.1,2,1,2,3.27,67.72,1
4137,0,0,8.4,1,0,3,2.27,71.29,1
4138,0,0,9.3,7,0,3,2.51,49.34,1
4139,0,0,8.4,1,0,4,2.27,78.67,1
4140,0,0,10.7,3,0,2,2.89,75.87,1
4141,0,0,7.4,1,0,5,2.0,39.57,1
4142,0,0,8.3,2,0,5,2.24,64.77,1
4143,0,0,10.4,1,0,5,2.81,66.77,1
4144,0,0,9.4,5,0,10,2.54,56.25,1
4145,0,0,8.9,3,0,2,2.4,76.22,1
4146,0,0,8.8,0,0,5,2.38,75.71,1
4147,0,0,9.6,1,0,5,2.59,74.25,1
4148,0,0,9.2,4,1,1,2.48,52.44,1
4149,0,0,8.9,2,0,6,2.4,78.8,1
4150,0,0,9.8,0,0,2,2.65,76.29,1
4151,0,0,10.2,1,0,6,2.75,51.9,1
4152,0,0,10.3,1,0,3,2.78,82.29,1
4153,0,0,11.8,1,0,3,3.19,79.68,1
4154,0,0,14.7,0,0,4,3.97,78.4,1
4155,0,0,18.3,1,0,6,4.94,74.41,1
4156,0,0,12.3,5,0,2,3.32,52.24,1
4157,0,0,7.3,2,0,4,1.97,75.63,1
4158,0,0,7.0,4,0,4,1.89,47.5,1
4159,0,0,4.5,0,0,4,1.22,62.52,1
4160,0,0,11.4,1,1,1,3.08,76.03,1
4161,0,0,11.7,2,0,4,3.16,85.09,1
4162,0,0,8.0,1,0,4,2.16,79.76,1
4163,0,0,12.4,0,0,2,3.35,74.93,1
4164,0,0,6.9,1,0,6,1.86,76.64,1
4165,0,0,13.5,1,0,8,3.65,80.01,1
4166,0,0,13.9,2,1,5,3.75,75.48,1
4167,0,0,13.5,1,0,6,3.65,63.06,1
4168,0,0,13.9,1,0,4,3.75,74.64,1
4169,0,0,8.7,4,0,2,2.35,78.17,1
4170,1,28,12.9,2,0,4,3.48,65.64,1
4171,0,0,8.5,3,0,5,2.3,75.08,1
4172,0,0,8.3,2,0,5,2.24,64.77,1
4173,0,0,12.0,5,0,2,3.24,50.67,1
4174,0,0,8.5,0,0,5,2.3,80.74,1
4175,0,0,17.3,1,0,4,4.67,75.79,1
4176,0,0,8.4,5,0,2,2.27,77.48,1
4177,0,0,12.2,4,0,6,3.29,47.07,1
4178,0,0,13.9,1,0,2,3.75,76.57,1
4179,0,0,12.4,2,0,1,3.35,68.94,1
4180,0,0,8.4,5,0,2,2.27,77.48,1
4181,0,0,9.5,1,0,3,2.57,77.48,1
4182,0,0,9.5,1,0,2,2.57,78.93,1
4183,0,0,8.8,5,0,3,2.38,55.53,1
4184,0,0,12.7,4,0,2,3.43,50.52,1
4185,0,0,9.0,4,0,6,2.43,53.67,1
4186,0,0,13.0,1,0,2,3.51,75.54,1
4187,0,0,9.8,2,0,7,2.65,75.32,1
4188,0,0,10.6,3,0,5,2.86,62.2,1
4189,0,0,9.8,2,0,7,2.65,75.32,1
4190,0,0,11.5,1,1,2,3.11,64.53,1
4191,0,0,11.6,2,0,2,3.13,58.7,1
4192,0,0,6.9,1,0,6,1.86,76.64,1
4193,0,0,10.3,1,0,15,2.78,48.5,1
4194,0,0,9.4,2,0,4,2.54,83.14,1
4195,0,0,12.3,0,0,10,3.32,83.99,1
4196,0,0,11.7,0,0,7,3.16,78.22,1
4197,0,0,10.1,0,0,3,2.73,74.97,1
4198,0,0,11.6,1,0,5,3.13,76.34,1
4199,0,0,10.0,3,1,2,2.7,54.39,1
4200,0,0,13.6,5,0,3,3.67,55.21,1
4201,0,0,9.6,0,0,7,2.59,75.14,1
4202,0,0,15.5,1,0,3,4.19,53.1,1
4203,0,0,10.4,8,0,8,2.81,52.73,1
4204,0,0,9.4,2,1,2,2.54,57.9,1
4205,1,27,12.3,1,0,4,3.32,59.37,1
4206,0,0,11.5,1,0,5,3.11,79.97,1
4207,0,0,10.2,1,0,6,2.75,51.9,1
4208,0,0,11.6,2,0,2,3.13,58.7,1
4209,1,36,10.5,3,0,5,2.84,68.38,1
4210,0,0,8.4,0,0,8,2.27,74.9,1
4211,0,0,9.0,0,0,1,2.43,80.98,1
4212,0,0,8.8,1,0,5,2.38,75.25,1
4213,0,0,10.1,1,0,8,2.73,79.64,1
4214,0,0,13.2,2,1,2,3.56,71.02,1
4215,0,0,9.7,5,0,3,2.62,56.14,1
4216,0,0,13.3,0,0,9,3.59,54.66,1
4217,0,0,11.4,4,0,3,3.08,77.76,1
4218,0,0,8.7,0,0,3,2.35,84.93,1
4219,0,0,11.0,5,0,9,2.97,52.25,1
4220,0,0,6.8,4,0,7,1.84,56.34,1
4221,0,0,13.7,1,0,8,3.7,78.82,1
4222,1,18,11.5,0,0,7,3.11,50.84,1
4223,0,0,7.9,3,0,1,2.13,74.47,1
4224,0,0,6.3,1,0,7,1.7,74.99,1
4225,0,0,5.9,4,0,2,1.59,50.78,1
4226,0,0,10.4,0,0,6,2.81,84.56,1
4227,0,0,8.7,4,0,2,2.35,78.17,1
4228,0,0,11.6,2,0,2,3.13,58.7,1
4229,0,0,5.8,2,0,3,1.57,84.85,1
4230,0,0,9.0,1,0,13,2.43,79.42,1
4231,0,0,9.7,2,1,2,2.62,63.45,1
4232,0,0,14.0,2,0,9,3.78,82.45,1
4233,0,0,11.5,1,0,5,3.11,79.97,1
4234,1,32,8.6,2,0,6,2.32,49.44,1
4235,0,0,5.9,1,0,2,1.59,78.74,1
4236,0,0,10.2,3,0,4,2.75,82.32,1
4237,0,0,13.2,1,0,2,3.56,76.5,1
4238,0,0,14.7,0,0,4,3.97,78.4,1
4239,0,0,11.0,3,0,6,2.97,79.19,1
4240,0,0,8.0,4,0,5,2.16,50.71,1
4241,0,0,12.9,3,1,2,3.48,52.54,1
4242,0,0,7.9,1,0,5,2.13,48.45,1
4243,0,0,10.6,3,0,5,2.86,62.2,1
4244,0,0,13.0,1,0,2,3.51,75.54,1
4245,0,0,11.8,1,0,3,3.19,79.68,1
4246,0,0,8.3,2,0,5,2.24,64.77,1
4247,0,0,12.2,4,0,6,3.29,47.07,1
4248,0,0,13.0,1,0,2,3.51,75.54,1
4249,0,0,9.2,5,0,3,2.48,56.56,1
4250,0,0,8.4,5,0,2,2.27,77.48,1
4251,0,0,14.1,0,1,4,3.81,59.36,1
4252,0,0,9.2,5,0,3,2.48,56.56,1
4253,0,0,14.8,4,0,1,4.0,55.76,1
4254,0,0,8.5,4,0,5,2.3,53.6,1
4255,0,0,10.4,0,0,6,2.81,84.56,1
4256,0,0,9.7,2,0,4,2.62,80.07,1
4257,1,34,6.1,2,0,5,1.65,71.22,1
4258,0,0,13.5,4,0,4,3.65,56.45,1
4259,0,0,10.1,2,0,6,2.73,76.38,1
4260,0,0,13.8,4,1,5,3.73,61.54,1
4261,0,0,8.9,0,0,4,2.4,62.03,1
4262,1,29,6.4,1,0,6,1.73,59.11,1
4263,0,0,7.7,4,0,3,2.08,52.7,1
4264,0,0,11.7,4,0,2,3.16,52.04,1
4265,0,0,8.8,0,0,5,2.38,75.71,1
4266,0,0,8.4,0,0,8,2.27,74.9,1
4267,0,0,8.2,2,0,3,2.21,74.92,1
4268,0,0,8.9,3,0,8,2.4,76.89,1
4269,0,0,8.9,0,0,4,2.4,76.84,1
4270,0,0,13.2,0,1,5,3.56,72.44,1
4271,0,0,8.5,0,0,5,2.3,80.74,1
4272,0,0,12.0,2,0,5,3.24,78.53,1
4273,0,0,12.7,4,0,6,3.43,54.2,1
4274,0,0,13.4,2,0,5,3.62,78.77,1
4275,0,0,12.9,2,0,4,3.48,82.96,1
4276,0,0,12.9,0,0,7,3.48,80.35,1
4277,0,0,10.7,1,0,6,2.89,74.89,1
4278,0,0,11.5,0,0,3,3.11,79.38,1
4279,0,0,12.0,5,0,2,3.24,50.67,1
4280,0,0,12.2,4,0,2,3.29,51.56,1
4281,0,0,7.5,5,0,3,2.03,49.47,1
4282,0,0,13.7,0,0,4,3.7,83.37,1
4283,0,0,11.1,1,0,2,3.0,67.21,1
4284,0,0,9.0,0,0,1,2.43,80.98,1
4285,0,0,8.7,0,0,3,2.35,63.18,1
4286,0,0,13.9,1,0,2,3.75,76.57,1
4287,0,0,14.1,0,1,4,3.81,59.36,1
4288,0,0,11.4,4,0,3,3.08,77.76,1
4289,0,0,11.0,3,0,6,2.97,79.19,1
4290,0,0,10.0,4,0,3,2.7,53.42,1
4291,0,0,12.7,4,0,6,3.43,54.2,1
4292,0,0,11.6,1,0,5,3.13,76.34,1
4293,1,36,10.5,3,0,5,2.84,68.38,1
4294,0,0,11.6,2,1,2,3.13,52.55,1
4295,0,0,9.5,0,0,2,2.57,76.31,1
4296,1,27,12.3,1,0,4,3.32,59.37,1
4297,0,0,9.8,0,0,2,2.65,76.29,1
4298,0,0,10.7,3,0,2,2.89,75.87,1
4299,0,0,9.2,2,0,5,2.48,43.12,1
4300,0,0,9.8,2,0,7,2.65,75.32,1
4301,0,0,13.2,0,1,5,3.56,72.44,1
4302,0,0,9.8,2,0,5,2.65,79.69,1
4303,0,0,10.3,1,0,3,2.78,82.29,1
4304,0,0,11.6,0,0,2,3.13,66.37,1
4305,0,0,13.9,1,0,2,3.75,76.57,1
4306,0,0,7.5,0,0,4,2.03,76.08,1
4307,0,0,12.1,2,1,2,3.27,67.72,1
4308,0,0,10.0,4,0,3,2.7,53.42,1
4309,0,0,13.1,2,0,7,3.54,77.09,1
4310,0,0,7.9,4,0,3,2.13,54.22,1
4311,0,0,8.5,3,0,5,2.3,75.08,1
4312,0,0,13.8,1,1,2,3.73,57.34,1
4313,0,0,17.3,1,0,4,4.67,75.79,1
4314,0,0,10.0,1,0,2,2.7,79.03,1
4315,0,0,7.5,0,0,4,2.03,76.08,1
4316,0,0,10.3,0,0,3,2.78,49.76,1
4317,0,0,8.0,4,0,5,2.16,50.71,1
4318,0,0,10.0,3,0,3,2.7,74.67,1
4319,0,0,8.5,0,0,5,2.3,80.74,1
4320,0,0,16.4,3,0,5,4.43,77.14,1
4321,0,0,13.8,4,0,3,3.73,55.2,1
4322,0,0,9.6,1,0,5,2.59,74.25,1
4323,0,0,11.5,0,0,3,3.11,79.38,1
4324,0,0,13.2,1,0,5,3.56,76.74,1
4325,0,0,11.6,1,0,5,3.13,76.34,1
4326,0,0,13.4,0,0,4,3.62,84.82,1
4327,0,0,11.1,1,1,2,3.0,51.02,1
4328,0,0,14.8,4,0,1,4.0,55.76,1
4329,0,0,10.8,0,0,2,2.92,66.91,1
4330,0,0,13.9,2,0,1,3.75,75.86,1
4331,0,0,10.9,0,1,3,2.94,75.54,1
4332,0,0,10.4,1,0,5,2.81,66.77,1
4333,0,0,12.7,4,0,6,3.43,54.2,1
4334,0,0,10.3,1,0,15,2.78,48.5,1
4335,0,0,13.8,4,1,5,3.73,61.54,1
4336,0,0,8.9,2,0,1,2.4,47.48,1
4337,0,0,11.1,2,0,6,3.0,74.11,1
4338,0,0,11.4,1,0,5,3.08,75.12,1
4339,0,0,8.0,1,0,4,2.16,79.76,1
4340,0,0,13.3,0,0,9,3.59,54.66,1
4341,0,0,10.6,0,0,4,2.86,62.82,1
4342,1,28,9.2,4,0,6,2.48,55.92,1
4343,1,28,12.9,2,0,4,3.48,65.64,1
4344,0,0,9.8,0,0,2,2.65,76.29,1
4345,0,0,12.5,1,0,3,3.38,44.25,1
4346,0,0,10.9,2,0,5,2.94,40.97,1
4347,0,0,11.3,5,0,5,3.05,56.63,1
4348,0,0,10.5,4,0,3,2.84,55.1,1
4349,1,28,12.9,2,0,4,3.48,65.64,1
4350,0,0,9.5,0,0,2,2.57,76.31,1
4351,0,0,12.3,5,0,2,3.32,52.24,1
4352,0,0,10.1,1,0,8,2.73,79.64,1
4353,0,0,8.3,1,0,3,2.24,62.33,1
4354,0,0,8.4,1,0,3,2.27,71.29,1
4355,0,0,9.6,0,1,2,2.59,59.96,1
4356,0,0,8.4,1,0,3,2.27,71.29,1
4357,0,0,8.5,1,0,10,2.3,81.0,1
4358,0,0,9.6,0,0,7,2.59,75.14,1
4359,0,0,12.3,3,0,4,3.32,74.94,1
4360,0,0,10.0,3,0,3,2.7,74.67,1
4361,0,0,10.9,2,0,5,2.94,40.97,1
4362,0,0,8.8,1,0,5,2.38,75.25,1
4363,0,0,13.5,1,0,8,3.65,80.01,1
4364,1,33,13.5,1,0,3,3.65,61.89,1
4365,0,0,10.4,1,0,5,2.81,66.77,1
4366,0,0,10.9,4,0,3,2.94,55.93,1
4367,0,0,13.5,1,0,8,3.65,80.01,1
4368,0,0,8.4,0,0,8,2.27,74.9,1
4369,0,0,8.9,1,0,3,2.4,80.44,1
4370,0,0,8.4,1,0,3,2.27,71.29,1
4371,0,0,9.3,7,0,3,2.51,49.34,1
4372,0,0,13.8,1,0,4,3.73,76.98,1
4373,0,0,7.9,5,0,2,2.13,47.64,1
4374,0,0,8.8,5,0,3,2.38,55.53,1
4375,0,0,14.0,2,0,2,3.78,75.94,1
4376,0,0,11.0,3,0,6,2.97,79.19,1
4377,0,0,6.3,1,0,7,1.7,74.99,1
4378,0,0,10.1,0,0,3,2.73,74.97,1
4379,0,0,7.0,4,0,4,1.89,47.5,1
4380,0,0,9.2,2,0,4,2.48,51.67,1
4381,0,0,9.8,2,0,7,2.65,75.32,1
4382,0,0,8.9,0,0,4,2.4,76.84,1
4383,0,0,5.9,4,0,2,1.59,50.78,1
4384,0,0,10.3,5,0,2,2.78,49.42,1
4385,0,0,9.8,0,0,6,2.65,75.65,1
4386,0,0,13.2,1,0,2,3.56,76.5,1
4387,0,0,10.7,1,0,6,2.89,74.89,1
4388,0,0,6.3,1,0,7,1.7,74.99,1
4389,0,0,6.9,1,0,2,1.86,47.27,1
4390,0,0,8.8,3,0,3,2.38,77.34,1
4391,0,0,10.5,4,0,6,2.84,56.22,1
4392,0,0,11.0,0,1,2,2.97,71.1,1
4393,0,0,10.3,5,0,2,2.78,49.42,1
4394,0,0,9.3,0,0,2,2.51,63.22,1
4395,0,0,7.9,7,0,4,2.13,50.15,1
4396,0,0,12.0,4,0,3,3.24,39.91,1
4397,0,0,7.7,1,1,2,2.08,54.62,1
4398,0,0,10.6,1,0,5,2.86,59.48,1
4399,0,0,16.4,3,0,5,4.43,77.14,1
4400,0,0,8.4,1,0,6,2.27,75.08,1
4401,0,0,11.1,1,0,2,3.0,67.21,1
4402,0,0,13.9,2,0,1,3.75,75.86,1
4403,0,0,11.5,1,0,2,3.11,82.26,1
4404,0,0,13.9,2,1,5,3.75,75.48,1
4405,0,0,10.4,2,0,4,2.81,74.8,1
4406,0,0,7.7,0,0,2,2.08,79.13,1
4407,0,0,11.8,1,0,3,3.19,79.68,1
4408,0,0,12.3,5,0,2,3.32,52.24,1
4409,0,0,9.6,0,1,2,2.59,59.96,1
4410,0,0,8.0,1,0,4,2.16,79.76,1
4411,0,0,12.0,3,0,2,3.24,55.73,1
4412,0,0,8.7,0,0,3,2.35,63.18,1
4413,0,0,12.5,1,0,7,3.38,56.4,1
4414,0,0,7.9,4,0,3,2.13,54.22,1
4415,0,0,10.1,1,0,8,2.73,79.64,1
4416,1,42,9.3,2,0,4,2.51,68.68,1
4417,0,0,7.9,2,0,2,2.13,79.39,1
4418,0,0,14.3,1,1,6,3.86,67.42,1
4419,0,0,8.4,5,0,2,2.27,77.48,1
4420,0,0,12.0,3,0,2,3.24,55.73,1
4421,0,0,12.4,4,0,4,3.35,56.58,1
4422,0,0,11.7,0,0,7,3.16,78.22,1
4423,0,0,9.5,1,0,9,2.57,82.38,1
4424,0,0,7.9,7,0,4,2.13,50.15,1
4425,0,0,7.7,4,0,3,2.08,52.7,1
4426,0,0,9.3,0,0,2,2.51,63.22,1
4427,0,0,8.4,1,0,4,2.27,78.67,1
4428,0,0,13.3,0,0,9,3.59,54.66,1
4429,0,0,10.8,0,0,2,2.92,66.91,1
4430,0,0,13.9,1,0,4,3.75,74.64,1
4431,0,0,10.3,5,0,2,2.78,49.42,1
4432,0,0,8.9,0,0,4,2.4,62.03,1
4433,0,0,12.9,0,0,7,3.48,80.35,1
4434,0,0,9.7,2,1,2,2.62,63.45,1
4435,0,0,12.7,3,0,4,3.43,75.67,1
4436,0,0,15.4,4,0,4,4.16,51.01,1
4437,0,0,8.7,0,0,3,2.35,84.93,1
4438,0,0,9.5,1,0,3,2.57,77.48,1
4439,0,0,11.5,3,0,3,3.11,76.4,1
4440,0,0,7.0,4,0,4,1.89,47.5,1
4441,0,0,12.8,2,0,4,3.46,75.29,1
4442,0,0,11.0,5,0,9,2.97,52.25,1
4443,0,0,8.7,0,0,3,2.35,84.93,1
4444,0,0,8.5,1,0,10,2.3,81.0,1
4445,0,0,12.9,3,1,2,3.48,52.54,1
4446,0,0,11.9,4,0,3,3.21,46.91,1
4447,0,0,9.8,0,1,1,2.65,57.79,1
4448,0,0,10.2,1,0,6,2.75,51.9,1
4449,0,0,7.7,0,0,2,2.08,79.13,1
4450,0,0,10.1,2,0,6,2.73,76.38,1
4451,0,0,10.3,1,0,3,2.78,82.29,1
4452,0,0,11.4,1,0,5,3.08,75.12,1
4453,0,0,11.5,0,0,3,3.11,79.38,1
4454,0,0,11.5,3,0,3,3.11,76.4,1
4455,0,0,8.7,0,0,3,2.35,63.18,1
4456,0,0,9.5,2,0,11,2.57,75.15,1
4457,0,0,9.8,0,0,2,2.65,76.29,1
4458,0,0,11.6,1,0,5,3.13,76.34,1
4459,0,0,7.4,2,0,5,2.0,75.08,1
4460,0,0,10.4,8,0,8,2.81,52.73,1
4461,0,0,13.5,1,0,8,3.65,80.01,1
4462,0,0,8.9,3,0,2,2.4,76.22,1
4463,0,0,5.3,1,0,5,1.43,62.81,1
4464,0,0,10.9,5,0,3,2.94,53.76,1
4465,0,0,11.6,5,0,4,3.13,54.19,1
4466,0,0,12.3,5,0,2,3.32,52.24,1
4467,0,0,14.3,3,0,3,3.86,74.75,1
4468,0,0,13.8,3,0,3,3.73,75.47,1
4469,0,0,12.0,3,0,2,3.24,55.73,1
4470,0,0,14.0,2,0,2,3.78,75.94,1
4471,0,0,7.7,0,0,2,2.08,79.13,1
4472,0,0,9.9,2,0,5,2.67,77.54,1
4473,0,0,9.7,2,1,2,2.62,63.45,1
4474,0,0,9.8,0,1,1,2.65,57.79,1
4475,0,0,7.9,2,0,2,2.13,79.39,1
4476,0,0,7.5,2,0,4,2.03,75.31,1
4477,0,0,9.0,4,0,6,2.43,53.67,1
4478,0,0,8.5,1,0,10,2.3,81.0,1
4479,0,0,12.8,2,0,4,3.46,75.29,1
4480,0,0,13.4,0,0,4,3.62,84.82,1
4481,0,0,8.4,1,0,3,2.27,71.29,1
4482,0,0,9.9,2,0,5,2.67,77.54,1
4483,0,0,13.6,5,0,3,3.67,55.21,1
4484,0,0,9.8,0,1,1,2.65,57.79,1
4485,0,0,11.4,2,0,7,3.08,74.06,1
4486,0,0,14.3,1,1,6,3.86,67.42,1
4487,0,0,10.9,0,1,3,2.94,75.54,1
4488,1,34,6.1,2,0,5,1.65,71.22,1
4489,0,0,10.1,2,0,6,2.73,76.38,1
4490,1,28,12.9,2,0,4,3.48,65.64,1
4491,0,0,13.9,2,0,1,3.75,75.86,1
4492,0,0,12.9,1,1,1,3.48,69.16,1
4493,0,0,9.0,5,0,3,2.43,53.55,1
4494,0,0,10.5,4,0,3,2.84,55.1,1
4495,0,0,11.5,3,0,3,3.11,76.4,1
4496,0,0,14.1,0,1,4,3.81,59.36,1
4497,0,0,13.8,4,0,3,3.73,55.2,1
4498,0,0,10.6,1,0,5,2.86,59.48,1
4499,0,0,8.9,3,0,2,2.4,76.22,1
4500,0,0,7.4,2,0,5,2.0,75.08,1
4501,0,0,8.5,0,0,5,2.3,80.74,1
4502,0,0,10.9,3,0,3,2.94,74.68,1
4503,0,0,13.3,4,0,3,3.59,52.35,1
4504,0,0,11.0,5,0,9,2.97,52.25,1
4505,0,0,13.1,4,0,4,3.54,83.52,1
4506,0,0,11.1,4,0,6,3.0,78.13,1
4507,0,0,11.6,4,0,3,3.13,45.12,1
4508,0,0,14.1,0,1,4,3.81,59.36,1
4509,0,0,8.8,0,0,4,2.38,74.93,1
4510,0,0,12.4,4,0,4,3.35,56.58,1
4511,0,0,13.8,3,0,3,3.73,75.47,1
4512,0,0,8.4,1,0,3,2.27,71.29,1
4513,0,0,9.3,2,0,2,2.51,75.08,1
4514,0,0,10.4,0,0,4,2.81,74.66,1
4515,0,0,7.3,2,0,4,1.97,75.63,1
4516,0,0,8.5,0,0,5,2.3,80.74,1
4517,0,0,10.4,8,0,8,2.81,52.73,1
4518,0,0,14.3,1,1,6,3.86,67.42,1
4519,0,0,13.8,4,1,5,3.73,61.54,1
4520,0,0,9.5,1,0,3,2.57,77.48,1
4521,0,0,13.9,2,1,5,3.75,75.48,1
4522,0,0,10.4,2,0,4,2.81,74.8,1
4523,0,0,12.9,0,0,7,3.48,80.35,1
4524,0,0,9.4,2,0,4,2.54,83.14,1
4525,0,0,9.8,2,0,7,2.65,75.32,1
4526,0,0,14.8,4,0,1,4.0,55.76,1
4527,0,0,13.9,2,0,1,3.75,75.86,1
4528,0,0,8.8,5,0,3,2.38,55.53,1
4529,0,0,11.5,1,0,2,3.11,82.26,1
4530,0,0,13.3,2,0,2,3.59,77.07,1
4531,1,32,8.6,2,0,6,2.32,49.44,1
4532,0,0,12.3,3,0,4,3.32,74.94,1
4533,0,0,9.9,1,1,1,2.67,73.25,1
4534,0,0,8.0,1,0,6,2.16,77.16,1
4535,0,0,7.7,4,0,3,2.08,52.7,1
4536,0,0,13.8,4,0,3,3.73,55.2,1
4537,0,0,8.2,5,0,3,2.21,74.69,1
4538,0,0,12.9,0,0,7,3.48,80.35,1
4539,0,0,10.4,0,0,4,2.81,74.66,1
4540,0,0,7.4,2,0,5,2.0,75.08,1
4541,0,0,8.4,5,0,2,2.27,77.48,1
4542,0,0,9.2,5,0,3,2.48,56.56,1
4543,0,0,13.6,5,0,3,3.67,55.21,1
4544,0,0,9.8,0,0,2,2.65,76.29,1
4545,0,0,7.1,0,0,5,1.92,76.25,1
4546,1,26,9.6,5,0,5,2.59,56.23,1
4547,0,0,9.5,2,0,11,2.57,75.15,1
4548,0,0,8.9,2,0,1,2.4,47.48,1
4549,0,0,10.0,1,0,2,2.7,79.03,1
4550,0,0,11.1,1,1,2,3.0,51.02,1
4551,1,32,8.6,2,0,6,2.32,49.44,1
4552,0,0,10.4,0,0,6,2.81,84.56,1
4553,0,0,13.8,3,0,3,3.73,75.47,1
4554,0,0,6.3,6,0,2,1.7,53.43,1
4555,0,0,7.8,4,0,2,2.11,55.72,1
4556,0,0,7.4,2,1,2,2.0,59.93,1
4557,0,0,7.0,4,0,4,1.89,47.5,1
4558,0,0,9.0,5,0,3,2.43,53.55,1
4559,0,0,8.7,4,0,2,2.35,78.17,1
4560,0,0,13.5,1,0,8,3.65,80.01,1
4561,1,30,12.8,4,0,4,3.46,49.33,1
4562,0,0,8.6,2,0,3,2.32,49.53,1
4563,0,0,9.8,2,0,7,2.65,75.32,1
4564,0,0,8.4,1,0,6,2.27,75.08,1
4565,0,0,11.5,3,0,3,3.11,76.4,1
4566,0,0,9.9,2,0,5,2.67,77.54,1
4567,0,0,11.7,2,0,4,3.16,85.09,1
4568,0,0,9.6,0,0,7,2.59,75.14,1
4569,0,0,10.4,2,0,4,2.81,74.8,1
4570,0,0,11.6,0,0,2,3.13,66.37,1
4571,0,0,10.4,2,0,4,2.81,74.8,1
4572,1,28,11.5,4,0,3,3.11,56.33,1
4573,0,0,13.1,4,0,4,3.54,83.52,1
4574,0,0,12.4,2,0,1,3.35,68.94,1
4575,0,0,13.0,1,0,2,3.51,75.54,1
4576,1,28,12.9,2,0,4,3.48,65.64,1
4577,0,0,9.7,2,0,4,2.62,80.07,1
4578,0,0,10.4,0,0,6,2.81,84.56,1
4579,0,0,14.1,0,1,4,3.81,59.36,1
4580,0,0,9.2,2,0,5,2.48,43.12,1
4581,0,0,13.2,0,1,5,3.56,72.44,1
4582,0,0,5.5,1,0,7,1.49,74.57,1
